DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
222108660,05/02/2022 12:00:00 AM,05/02/2022 12:00:00 AM,845,21,Topanga,2175,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,52,M,X,101.0,STREET,,,IC,Invest Cont,740.0,,,,MIRANDA,SHOUP,34.1756,-118.6146
200913245,08/08/2020 12:00:00 AM,07/18/2020 12:00:00 AM,2105,9,Van Nuys,984,2,624,BATTERY - SIMPLE ASSAULT,0400,52,M,H,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,14600 W  VENTURA                      BL,,34.1513,-118.4511
221307341,03/03/2022 12:00:00 AM,03/03/2022 12:00:00 AM,1940,13,Newton,1324,2,624,BATTERY - SIMPLE ASSAULT,1822 0444 0400,46,M,H,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,2000 S  CENTRAL                      AV,,34.0233,-118.2516
221300660,04/05/2022 12:00:00 AM,04/05/2022 12:00:00 AM,1425,13,Newton,1342,1,761,BRANDISH WEAPON,1402 0602 0561 0334 0421 2002 0913,47,F,H,501.0,SINGLE FAMILY DWELLING,205.0,KITCHEN KNIFE,AO,Adult Other,761.0,998.0,,,3700    MAPLE                        AV,,34.0149,-118.2709
230413581,10/20/2023 12:00:00 AM,10/20/2023 12:00:00 AM,2245,4,Hollenbeck,453,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 1300 1309,23,F,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,1700    PENNSYLVANIA                 AV,,34.0487,-118.2192
201804279,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1000,18,Southeast,1802,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1202 1402 0329 1307,64,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,998.0,,,100 E  89TH                         ST,,33.9556,-118.2739
232007613,04/01/2023 12:00:00 AM,03/31/2023 12:00:00 AM,2000,20,Olympic,2042,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8TH,WILTON,34.0581,-118.3143
200907820,03/25/2020 12:00:00 AM,03/23/2020 12:00:00 AM,1000,9,Van Nuys,941,2,661,UNAUTHORIZED COMPUTER ACCESS,1914,37,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,661.0,,,,6000    SEPULVEDA                    BL,,34.1794,-118.4662
241306335,02/19/2024 12:00:00 AM,02/17/2024 12:00:00 AM,1030,13,Newton,1327,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1500 E  22ND                         ST,,34.0189,-118.2481
210408689,05/16/2021 12:00:00 AM,05/16/2021 12:00:00 AM,15,4,Hollenbeck,497,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,23,M,H,101.0,STREET,308.0,STICK,IC,Invest Cont,740.0,,,,14TH,LORENA                       ST,34.0173,-118.2062
232016216,10/06/2023 12:00:00 AM,10/04/2023 12:00:00 AM,900,20,Olympic,2014,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,200 S  ARDMORE                      AV,,34.0712,-118.3016
221305196,01/26/2022 12:00:00 AM,01/26/2022 12:00:00 AM,110,13,Newton,1313,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218 2060 2034 1822,38,F,B,101.0,STREET,,,IC,Invest Cont,440.0,,,,1100 E  PICO                         BL,,34.0304,-118.2484
240309722,04/25/2024 12:00:00 AM,04/24/2024 12:00:00 AM,930,3,Southwest,314,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 1251 0334 0319 1824 2024 1815,15,M,H,721.0,HIGH SCHOOL,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,930.0,,,,3200 W  ADAMS                        BL,,34.0326,-118.3189
211106780,03/22/2021 12:00:00 AM,02/26/2021 12:00:00 AM,1500,11,Northeast,1147,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,53,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,2700    FUTURE                       ST,,34.0984,-118.2339
201016455,12/16/2020 12:00:00 AM,09/01/2020 12:00:00 AM,1140,10,West Valley,1008,2,354,THEFT OF IDENTITY,1822 0917,64,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6500    HAYVENHURST                  AV,,34.1889,-118.4924
221219367,09/11/2022 12:00:00 AM,09/11/2022 12:00:00 AM,100,12,77th Street,1263,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1823 0913 1309 1240 0448 0319 0305 1313,52,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,83RD                         ST,WESTERN                      AV,33.9637,-118.309
231416236,08/23/2023 12:00:00 AM,08/23/2023 12:00:00 AM,630,14,Pacific,1494,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,37,F,O,212.0,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341.0,,,,500    WORLD                        WY,,33.9427,-118.4049
231713487,08/02/2023 12:00:00 AM,01/15/2020 12:00:00 AM,800,17,Devonshire,1797,2,354,THEFT OF IDENTITY,0928 1822,73,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,16400    PARTHENIA                    ST,,34.2284,-118.4895
201917082,11/17/2020 12:00:00 AM,11/17/2020 12:00:00 AM,1730,19,Mission,1998,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,47,M,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,745.0,,,,8000    VAN NUYS                     BL,,34.2164,-118.4488
230221471,11/24/2023 12:00:00 AM,11/24/2023 12:00:00 AM,1700,2,Rampart,245,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 0334 0449 1813 1814 0443 0421 1402,54,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",215.0,MACHETE,AA,Adult Arrest,236.0,998.0,,,2500 W  6TH                          ST,,34.0617,-118.2795
200909236,05/03/2020 12:00:00 AM,04/30/2020 12:00:00 AM,1000,9,Van Nuys,926,1,310,BURGLARY,1605 0344 0358 0352,30,M,W,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,14300    GILMORE                      ST,,34.1877,-118.4444
200707787,03/27/2020 12:00:00 AM,03/19/2020 12:00:00 AM,1300,7,Wilshire,775,1,330,BURGLARY FROM VEHICLE,0344 1300,63,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,4700    SATURN                       ST,,34.0436,-118.34
211706330,03/08/2021 12:00:00 AM,03/07/2021 12:00:00 AM,315,17,Devonshire,1761,1,310,BURGLARY,1202 0344 1601 1607,65,F,B,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,9300    TOPANGA CANYON               BL,,34.2391,-118.6061
240709462,06/12/2024 12:00:00 AM,07/01/2023 12:00:00 AM,1200,7,Wilshire,784,1,330,BURGLARY FROM VEHICLE,1300 0344,32,F,H,217.0,AUTO REPAIR SHOP,,,IC,Invest Cont,330.0,,,,2200 S  LA BREA                      AV,,34.0372,-118.349
201411230,05/21/2020 12:00:00 AM,05/21/2020 12:00:00 AM,1700,14,Pacific,1438,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,29,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,3600    MIDVALE                      AV,,34.0204,-118.4139
200815924,10/29/2020 12:00:00 AM,10/24/2020 12:00:00 AM,1700,8,West LA,822,1,330,BURGLARY FROM VEHICLE,0344 1822,27,F,O,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330.0,,,,17200 W  SUNSET                       BL,,34.0436,-118.5533
242108877,05/07/2024 12:00:00 AM,05/05/2024 12:00:00 AM,1800,21,Topanga,2155,1,480,BIKE - STOLEN,0344,59,M,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,480.0,,,,22200    SUMMIT VUE                   DR,,34.1797,-118.6104
220811274,06/28/2022 12:00:00 AM,06/26/2022 12:00:00 AM,1300,8,West LA,835,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,11000 W  OLYMPIC                      BL,,34.0462,-118.4361
231105960,02/21/2023 12:00:00 AM,02/18/2023 12:00:00 AM,1000,11,Northeast,1178,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3200    GRANADA                      ST,,34.0959,-118.2288
230107120,02/16/2023 12:00:00 AM,02/14/2023 12:00:00 AM,500,1,Central,192,1,330,BURGLARY FROM VEHICLE,1609 0344 1300 1822 1307,23,M,B,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,330.0,,,,400 W  PICO                         BL,,34.0389,-118.2643
220109950,04/09/2022 12:00:00 AM,04/09/2022 12:00:00 AM,30,1,Central,158,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1601 1218 0358 1814 0913 0443 0340 1307,23,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,930.0,,,,500    CERES                        AV,,34.0414,-118.2399
202018283,12/07/2020 12:00:00 AM,12/04/2020 12:00:00 AM,1700,20,Olympic,2058,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0311 0329 1822,54,F,F,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,2700    SAN MARINO                   ST,,34.055,-118.2878
201307723,03/07/2020 12:00:00 AM,03/06/2020 12:00:00 AM,2255,13,Newton,1361,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0416 0400,52,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,200 W  50TH                         ST,,33.9974,-118.2762
232018000,11/17/2023 12:00:00 AM,06/17/2023 12:00:00 AM,2100,20,Olympic,2011,1,330,BURGLARY FROM VEHICLE,1822 0344 1307 1609,45,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,100 S  VAN NESS                     AV,,34.073,-118.3157
211512060,07/19/2021 12:00:00 AM,07/19/2021 12:00:00 AM,1500,15,N Hollywood,1553,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,55,M,H,402.0,MARKET,,,IC,Invest Cont,442.0,,,,4700    LAUREL CANYON                BL,,34.1558,-118.3965
200121672,11/29/2020 12:00:00 AM,11/29/2020 12:00:00 AM,118,1,Central,161,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1414,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,1000 W  8TH                          ST,,34.0487,-118.2627
231704538,01/17/2023 12:00:00 AM,01/17/2023 12:00:00 AM,630,17,Devonshire,1785,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 2034 0605 0344,19,M,W,101.0,STREET,,,IC,Invest Cont,420.0,,,,RESEDA                       BL,RAYEN                        ST,34.2319,-118.5361
220215109,08/22/2022 12:00:00 AM,08/20/2022 12:00:00 AM,510,2,Rampart,237,1,648,ARSON,1501 0329 1822,38,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,648.0,,,,200    UNION                        PL,,34.0618,-118.2654
230411602,08/22/2023 12:00:00 AM,08/22/2023 12:00:00 AM,410,4,Hollenbeck,464,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,34,F,H,101.0,STREET,,,AA,Adult Arrest,956.0,,,,2100 E  1ST                          ST,,34.0449,-118.2138
240704428,01/10/2024 12:00:00 AM,01/10/2024 12:00:00 AM,2000,7,Wilshire,743,1,330,BURGLARY FROM VEHICLE,1300 1307 0344 1822,50,M,F,101.0,STREET,,,IC,Invest Cont,330.0,,,,WILSHIRE,OGDEN,34.0627,-118.3593
220615678,09/07/2022 12:00:00 AM,09/07/2022 12:00:00 AM,40,6,Hollywood,646,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411,49,M,H,102.0,SIDEWALK,208.0,RAZOR,IC,Invest Cont,230.0,,,,HOLLYWOOD,COSMO,34.1016,-118.3288
211506611,03/09/2021 12:00:00 AM,03/09/2021 12:00:00 AM,745,15,N Hollywood,1548,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,TUJUNGA,MAGNOLIA                     AV,34.165,-118.379
220304695,01/17/2022 12:00:00 AM,01/15/2022 12:00:00 AM,1000,3,Southwest,353,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3600    WELLINGTON                   RD,,34.0199,-118.3383
210913895,09/09/2021 12:00:00 AM,05/26/2021 12:00:00 AM,1300,9,Van Nuys,991,2,354,THEFT OF IDENTITY,0930 1822,80,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3600    CODY                         RD,,34.1358,-118.4636
220406021,03/03/2022 12:00:00 AM,03/02/2022 12:00:00 AM,2030,4,Hollenbeck,491,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1200 S  BOYLE                        AV,,34.0287,-118.2206
221207320,02/25/2022 12:00:00 AM,02/25/2022 12:00:00 AM,1200,12,77th Street,1218,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,18,F,H,506.0,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,341.0,,,,5300 S  HOOVER                       ST,,33.9942,-118.2871
221910432,06/02/2022 12:00:00 AM,06/02/2022 12:00:00 AM,13,19,Mission,1985,2,354,THEFT OF IDENTITY,1822 0930,25,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,8300    LENNOX                       AV,,34.2216,-118.446
210514434,09/17/2021 12:00:00 AM,09/17/2021 12:00:00 AM,2000,5,Harbor,587,2,888,TRESPASSING,,0,X,X,109.0,PARK/PLAYGROUND,,,AA,Adult Arrest,888.0,,,,GAFFEY,PASEO DEL MAR,33.707,-118.2929
221204006,12/31/2021 12:00:00 AM,12/31/2021 12:00:00 AM,1835,12,77th Street,1283,1,210,ROBBERY,0344 1820 1300,58,F,B,101.0,STREET,307.0,VEHICLE,IC,Invest Cont,210.0,,,,9600 S  WESTERN                      AV,,33.9487,-118.309
241509861,05/01/2024 12:00:00 AM,04/30/2024 12:00:00 AM,1345,15,N Hollywood,1525,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0400 1258,5,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6300    RADFORD                      AV,,34.1849,-118.3922
221606487,03/19/2022 12:00:00 AM,03/19/2022 12:00:00 AM,2100,16,Foothill,1612,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1822,35,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",306.0,ROCK/THROWN OBJECT,AO,Adult Other,740.0,,,,VAN NUYS                     BL,NORRIS                       ST,34.2704,-118.4162
220714914,10/04/2022 12:00:00 AM,10/02/2022 12:00:00 AM,2200,7,Wilshire,736,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,27,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,420.0,,,,300 S  DETROIT                      ST,,34.0683,-118.3451
201205085,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1800,12,77th Street,1243,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 0913 1813 2000 2027,41,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,1600 W  62ND                         ST,,33.9833,-118.3046
221013232,08/25/2022 12:00:00 AM,08/24/2022 12:00:00 AM,2000,10,West Valley,1003,1,310,BURGLARY,1822 0344 0329,31,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,7900    RESEDA                       BL,,34.2148,-118.5404
220614753,08/17/2022 12:00:00 AM,08/16/2022 12:00:00 AM,1800,6,Hollywood,678,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,700 N  KINGSLEY                     DR,,34.0835,-118.3028
221505704,02/11/2022 12:00:00 AM,02/10/2022 12:00:00 AM,1630,15,N Hollywood,1583,1,330,BURGLARY FROM VEHICLE,1300 0344 1609 1307,63,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,11900    MOORPARK                     ST,,34.1501,-118.3932
201505975,02/09/2020 12:00:00 AM,02/02/2020 12:00:00 AM,1730,15,N Hollywood,1543,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 1606,66,F,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,331.0,,,,12300    CHANDLER                     BL,,34.1684,-118.4013
230317974,10/11/2023 12:00:00 AM,10/11/2023 12:00:00 AM,1900,3,Southwest,335,2,624,BATTERY - SIMPLE ASSAULT,0913 0361 0416 0446,35,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,2400 W  JEFFERSON                    BL,,34.0276,-118.3229
201704824,01/21/2020 12:00:00 AM,01/09/2020 12:00:00 AM,900,17,Devonshire,1785,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,63,F,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,9200    RESEDA                       BL,,34.2373,-118.5361
230917931,12/27/2023 12:00:00 AM,12/27/2023 12:00:00 AM,1835,9,Van Nuys,904,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 0342,0,X,X,405.0,CLOTHING STORE,,,IC,Invest Cont,442.0,,,,7900 N  SEPULVEDA                    BL,,34.2141,-118.4662
200810517,06/11/2020 12:00:00 AM,06/11/2020 12:00:00 AM,815,8,West LA,826,1,310,BURGLARY,1609 0344 1822,77,M,W,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,400 S  BUNDY                        DR,,34.0557,-118.4759
240506357,03/03/2024 12:00:00 AM,03/03/2024 12:00:00 AM,230,5,Harbor,541,1,210,ROBBERY,1008 1822 0334 0416 0344 2004 1402,43,M,H,101.0,STREET,211.0,AXE,AA,Adult Arrest,210.0,998.0,,,CHANNEL,GAFFEY,33.7538,-118.2923
240400568,01/23/2024 12:00:00 AM,01/22/2024 12:00:00 AM,1100,4,Hollenbeck,466,1,310,BURGLARY,0329 0344 0358 1402,69,F,H,710.0,OTHER PREMISE,,,IC,Invest Cont,310.0,998.0,,,200 N  FICKETT                      ST,,34.0434,-118.2068
232013767,08/04/2023 12:00:00 AM,08/03/2023 12:00:00 AM,1940,20,Olympic,2073,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 0385 1602,31,M,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,2900 W  15TH                         ST,,34.0454,-118.3061
231509458,05/07/2023 12:00:00 AM,05/06/2023 12:00:00 AM,205,15,N Hollywood,1503,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,30,F,H,207.0,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,341.0,,,,12100    HART                         ST,,34.1976,-118.3965
230606766,03/06/2023 12:00:00 AM,03/06/2023 12:00:00 AM,1130,6,Hollywood,648,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0342 0443 0421 1309,34,F,W,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,SUNSET,WESTERN,34.0981,-118.3092
200205399,01/30/2020 12:00:00 AM,01/29/2020 12:00:00 AM,2200,2,Rampart,204,1,330,BURGLARY FROM VEHICLE,1300 1307 1822 0344 1251,21,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,MANZANITA,SANTA MONICA,34.0923,-118.2817
210607083,03/16/2021 12:00:00 AM,03/16/2021 12:00:00 AM,120,6,Hollywood,626,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 2000 1241 1813,25,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,2000    IVAR                         AV,,34.1069,-118.3283
231110921,07/08/2023 12:00:00 AM,07/08/2023 12:00:00 AM,900,11,Northeast,1134,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2700    ESTARA                       AV,,34.1131,-118.2366
220506775,03/10/2022 12:00:00 AM,03/04/2022 12:00:00 AM,1700,5,Harbor,564,2,354,THEFT OF IDENTITY,1402,45,F,H,602.0,BANK,,,IC,Invest Cont,354.0,,,,300 W  1ST                          ST,,33.7433,-118.2836
211415583,07/25/2021 12:00:00 AM,07/21/2021 12:00:00 AM,930,14,Pacific,1488,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,26,F,B,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,956.0,,,,8800    RAMSGATE                     AV,,33.957,-118.3827
230800897,08/10/2023 12:00:00 AM,08/10/2023 12:00:00 AM,2020,8,West LA,853,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0421 1402,41,M,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,Adult Arrest,230.0,998.0,,,11500    IOWA                         AV,,34.0437,-118.4503
230106583,02/02/2023 12:00:00 AM,02/02/2023 12:00:00 AM,1720,1,Central,133,1,330,BURGLARY FROM VEHICLE,1609 0344 1300 1822,58,X,O,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,200 S  HILL                         ST,,34.0531,-118.2478
220809013,05/03/2022 12:00:00 AM,04/30/2022 12:00:00 AM,1,8,West LA,841,2,354,THEFT OF IDENTITY,1822 0100 0928,24,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1300    AMHERST                      ST,,34.0422,-118.4669
201812262,06/06/2020 12:00:00 AM,06/06/2020 12:00:00 AM,1930,18,Southeast,1849,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0417 0329,0,X,X,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,740.0,,,,2000 E  114TH                        ST,,33.9315,-118.2363
220818403,12/21/2022 12:00:00 AM,12/21/2022 12:00:00 AM,323,8,West LA,881,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 0346,0,X,X,301.0,GAS STATION,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,442.0,,,,11700 W  OLYMPIC                      BL,,34.0342,-118.4478
211315329,08/28/2021 12:00:00 AM,08/28/2021 12:00:00 AM,1200,13,Newton,1341,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1307,38,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,39TH                         ST,BROADWAY,34.0121,-118.2768
240209678,05/10/2024 12:00:00 AM,05/08/2024 12:00:00 AM,1717,2,Rampart,265,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1906,22,F,B,504.0,OTHER RESIDENCE,,,IC,Invest Cont,956.0,,,,ALVARADO,8TH,34.0549,-118.2778
240210124,05/23/2024 12:00:00 AM,05/18/2024 12:00:00 AM,1530,2,Rampart,217,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0394,25,F,O,145.0,MAIL BOX,,,IC,Invest Cont,440.0,,,,400 N  BONNIE BRAE                  ST,,34.0695,-118.2655
231014109,09/23/2023 12:00:00 AM,03/01/2023 12:00:00 AM,100,10,West Valley,1047,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 0329 1602,0,M,O,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,341.0,,,,17100    HATTERAS                     ST,,34.1763,-118.5055
230414143,11/05/2023 12:00:00 AM,11/05/2023 12:00:00 AM,1920,4,Hollenbeck,408,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,33,M,B,101.0,STREET,,,IC,Invest Cont,740.0,,,,GUARDIA                      AV,HUNTINGTON DR,34.0887,-118.1785
230127209,12/26/2023 12:00:00 AM,12/25/2023 12:00:00 AM,2200,1,Central,111,1,510,VEHICLE - STOLEN,,0,,,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510.0,,,,500 N  FIGUEROA                     ST,,34.0615,-118.247
230607401,03/20/2023 12:00:00 AM,03/20/2023 12:00:00 AM,1700,6,Hollywood,637,2,888,TRESPASSING,1822 2004,0,F,H,506.0,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,888.0,,,,1700    VISTA DEL MAR                ST,,34.1028,-118.3239
241905284,02/02/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1030,19,Mission,1972,2,813,CHILD ANNOYING (17YRS & UNDER),0558 0913 1259,16,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,813.0,,,,8900    LEMONA                       AV,,34.2327,-118.4596
220311817,06/06/2022 12:00:00 AM,01/20/2022 12:00:00 AM,1400,3,Southwest,361,2,354,THEFT OF IDENTITY,,0,X,X,101.0,STREET,,,AA,Adult Arrest,354.0,,,,5000    OBAMA                        BL,,34.0215,-118.3515
211613524,11/15/2021 12:00:00 AM,11/13/2021 12:00:00 AM,1808,16,Foothill,1689,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 0344,44,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,331.0,,,,8500    SAN FERNANDO                 RD,,34.2243,-118.3758
211818065,10/06/2021 12:00:00 AM,10/05/2021 12:00:00 AM,1800,18,Southeast,1802,1,330,BURGLARY FROM VEHICLE,1202 1822 1609 0344 0329,64,F,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,9100 S  FIGUEROA                     ST,,33.9535,-118.2827
